sample_index,scenario_id,source_path,focus_agent_id,candidate_agent_id,candidate_index,event_step,query_step,lead_steps,relation,response,eligible,delta_arrival_time_s,pet_s,spatial_min_dist_m,num_positives,num_hard_negatives,num_negatives,trainable_anchor
755,188b664aaf94c975,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/188b664aaf94c975_focus_924_src3.npz,924,1020,4,53,33,20,other_follows_focus,ambiguous,0,0.0,4.599999904632568,0.07599380612373352,0,0,0,0
756,188b664aaf94c975,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/188b664aaf94c975_focus_924_src3.npz,924,1020,4,53,23,30,other_follows_focus,ambiguous,0,0.0,4.599999904632568,0.07599380612373352,0,0,0,0
757,188b664aaf94c975,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/188b664aaf94c975_focus_924_src3.npz,924,978,23,31,21,10,other_leads_focus,decelerates,1,0.0,3.9000000953674316,16.17121124267578,2,4,4,1
758,1899365dd367d6d1,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1899365dd367d6d1_focus_379_src0.npz,379,791,5,34,24,10,converging_conflict,goes_first,1,-2.299999952316284,2.299999952316284,0.04205503314733505,2,1,4,1
759,189ed465af95a6fb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/189ed465af95a6fb_focus_339_src2.npz,339,248,1,58,48,10,other_follows_focus,ambiguous,0,-0.800000011920929,0.800000011920929,0.3521859347820282,0,0,0,0
760,189ed465af95a6fb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/189ed465af95a6fb_focus_339_src2.npz,339,248,1,58,38,20,other_follows_focus,ambiguous,0,-0.800000011920929,0.800000011920929,0.3521859347820282,0,0,0,0
761,189ed465af95a6fb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/189ed465af95a6fb_focus_339_src2.npz,339,248,1,58,28,30,other_follows_focus,ambiguous,0,-0.800000011920929,0.800000011920929,0.3521859347820282,0,0,0,0
762,189ed465af95a6fb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/189ed465af95a6fb_focus_339_src2.npz,339,241,2,46,36,10,converging_conflict,ambiguous,0,2.4000000953674316,2.4000000953674316,0.16673941910266876,0,0,0,0
763,189ed465af95a6fb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/189ed465af95a6fb_focus_339_src2.npz,339,241,2,46,26,20,converging_conflict,ambiguous,0,2.4000000953674316,2.4000000953674316,0.16673941910266876,0,0,0,0
764,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,21,1,72,62,10,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,1.624348759651184,2,4,4,1
765,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,21,1,72,52,20,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,1.624348759651184,2,4,4,1
766,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,21,1,72,42,30,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,1.624348759651184,2,4,4,1
767,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,5,8,65,55,10,other_follows_focus,maintains,1,-0.4000000059604645,0.4000000059604645,3.119447708129883,2,1,4,1
768,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,5,8,65,45,20,other_follows_focus,maintains,1,-0.4000000059604645,0.4000000059604645,3.119447708129883,2,0,4,0
769,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,5,8,65,35,30,other_follows_focus,maintains,1,-0.4000000059604645,0.4000000059604645,3.119447708129883,2,2,4,1
770,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,13,11,40,30,10,other_follows_focus,maintains,1,-3.0,3.0,0.2952083647251129,2,0,4,0
771,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,13,11,40,20,20,other_follows_focus,maintains,1,-3.0,3.0,0.2952083647251129,2,0,4,0
772,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,14,12,56,46,10,other_follows_focus,maintains,1,-2.799999952316284,2.799999952316284,3.0890920162200928,2,0,4,0
773,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,14,12,56,36,20,other_follows_focus,maintains,1,-2.799999952316284,2.799999952316284,3.0890920162200928,2,0,4,0
774,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,14,12,56,26,30,other_follows_focus,maintains,1,-2.799999952316284,2.799999952316284,3.0890920162200928,2,0,4,0
775,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,20,13,71,61,10,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,3.044581890106201,2,3,4,1
776,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,20,13,71,51,20,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,3.044581890106201,2,4,4,1
777,18d1229ad2081d75,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/18d1229ad2081d75_focus_3_src0.npz,3,20,13,71,41,30,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,3.044581890106201,2,2,4,1
778,19073ed30f90770b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19073ed30f90770b_focus_255_src1.npz,255,257,1,77,67,10,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,0.4837878346443176,2,4,4,1
779,19073ed30f90770b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19073ed30f90770b_focus_255_src1.npz,255,257,1,77,57,20,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,0.4837878346443176,2,4,4,1
780,19073ed30f90770b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19073ed30f90770b_focus_255_src1.npz,255,257,1,77,47,30,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,0.4837878346443176,2,2,4,1
781,19073ed30f90770b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19073ed30f90770b_focus_255_src1.npz,255,265,2,72,62,10,other_follows_focus,maintains,1,-1.5,1.5,0.16825345158576965,2,4,4,1
782,19073ed30f90770b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19073ed30f90770b_focus_255_src1.npz,255,265,2,72,52,20,other_follows_focus,maintains,1,-1.5,1.5,0.16825345158576965,0,0,4,0
783,19073ed30f90770b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19073ed30f90770b_focus_255_src1.npz,255,265,2,72,42,30,other_follows_focus,maintains,1,-1.5,1.5,0.16825345158576965,0,0,4,0
784,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,2381,1,73,63,10,converging_conflict,goes_first,1,-1.7000000476837158,1.7000000476837158,0.031541191041469574,2,0,4,0
785,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,2381,1,73,53,20,converging_conflict,goes_first,1,-1.7000000476837158,1.7000000476837158,0.031541191041469574,2,0,4,0
786,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,2381,1,73,43,30,converging_conflict,goes_first,1,-1.7000000476837158,1.7000000476837158,0.031541191041469574,2,2,4,1
787,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,40,3,29,19,10,other_follows_focus,maintains,1,0.0,0.0,3.3294501304626465,2,4,4,1
788,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,36,19,65,55,10,converging_conflict,goes_first,1,-1.7000000476837158,1.7000000476837158,3.941936492919922,2,0,4,0
789,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,36,19,65,45,20,converging_conflict,goes_first,1,-1.7000000476837158,1.7000000476837158,3.941936492919922,2,0,4,0
790,190d3a8c5d107d39,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/190d3a8c5d107d39_focus_38_src0.npz,38,36,19,65,35,30,converging_conflict,goes_first,1,-1.7000000476837158,1.7000000476837158,3.941936492919922,2,1,4,1
791,193e6fe14d9b625c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e6fe14d9b625c_focus_559_src2.npz,559,552,3,68,58,10,other_leads_focus,maintains,1,2.0,2.0,0.1172301322221756,2,2,4,1
792,193e6fe14d9b625c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e6fe14d9b625c_focus_559_src2.npz,559,552,3,68,48,20,other_leads_focus,maintains,1,2.0,2.0,0.1172301322221756,2,4,4,1
793,193e6fe14d9b625c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e6fe14d9b625c_focus_559_src2.npz,559,552,3,68,38,30,other_leads_focus,maintains,1,2.0,2.0,0.1172301322221756,2,4,4,1
794,193e6fe14d9b625c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e6fe14d9b625c_focus_559_src2.npz,559,554,27,50,30,20,other_leads_focus,maintains,1,0.0,5.699999809265137,4.182853698730469,2,4,4,1
795,193e6fe14d9b625c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e6fe14d9b625c_focus_559_src2.npz,559,554,27,50,20,30,other_leads_focus,ambiguous,0,0.0,5.699999809265137,4.182853698730469,0,0,0,0
796,193e8f82df5e5972,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e8f82df5e5972_focus_4986_src4.npz,4986,2691,1,85,75,10,other_follows_focus,maintains,1,0.0,4.300000190734863,0.09444428980350494,2,1,4,1
797,193e8f82df5e5972,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e8f82df5e5972_focus_4986_src4.npz,4986,2691,1,85,65,20,other_follows_focus,ambiguous,0,0.0,4.300000190734863,0.09444428980350494,0,0,0,0
798,193e8f82df5e5972,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e8f82df5e5972_focus_4986_src4.npz,4986,2691,1,85,55,30,other_follows_focus,ambiguous,0,0.0,4.300000190734863,0.09444428980350494,0,0,0,0
799,193e8f82df5e5972,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e8f82df5e5972_focus_4986_src4.npz,4986,2699,15,70,60,10,other_leads_focus,ambiguous,0,0.0,8.0,16.400205612182617,0,0,0,0
800,193e8f82df5e5972,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e8f82df5e5972_focus_4986_src4.npz,4986,2699,15,70,50,20,other_leads_focus,ambiguous,0,0.0,8.0,16.400205612182617,0,0,0,0
801,193e8f82df5e5972,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193e8f82df5e5972_focus_4986_src4.npz,4986,2699,15,70,40,30,other_leads_focus,ambiguous,0,0.0,8.0,16.400205612182617,0,0,0,0
802,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,907,1,54,44,10,converging_conflict,ambiguous,0,2.0999999046325684,2.0999999046325684,0.03073045425117016,0,0,0,0
803,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,907,1,54,34,20,converging_conflict,ambiguous,0,2.0999999046325684,2.0999999046325684,0.03073045425117016,0,0,0,0
804,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,907,1,54,24,30,converging_conflict,ambiguous,0,2.0999999046325684,2.0999999046325684,0.03073045425117016,0,0,0,0
805,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,920,2,70,60,10,converging_conflict,goes_first,1,-2.0,2.0,3.693357229232788,2,0,4,0
806,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,920,2,70,50,20,converging_conflict,goes_first,1,-2.0,2.0,3.693357229232788,2,0,4,0
807,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,920,2,70,40,30,converging_conflict,goes_first,1,-2.0,2.0,3.693357229232788,2,0,4,0
808,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,904,6,85,75,10,other_follows_focus,maintains,1,-0.5,0.5,3.4593443870544434,2,4,4,1
809,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,904,6,85,65,20,other_follows_focus,maintains,1,-0.5,0.5,3.4593443870544434,2,4,4,1
810,193f939f4ef11b9c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/193f939f4ef11b9c_focus_1012_src3.npz,1012,904,6,85,55,30,other_follows_focus,maintains,1,-0.5,0.5,3.4593443870544434,2,4,4,1
811,195fdf8967672dd4,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/195fdf8967672dd4_focus_725_src1.npz,725,754,5,50,40,10,crossing_or_oncoming_conflict,ambiguous,0,2.5,2.5,3.9915618896484375,0,0,0,0
812,195fdf8967672dd4,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/195fdf8967672dd4_focus_725_src1.npz,725,754,5,50,30,20,crossing_or_oncoming_conflict,ambiguous,0,2.5,2.5,3.9915618896484375,0,0,0,0
813,195fdf8967672dd4,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/195fdf8967672dd4_focus_725_src1.npz,725,754,5,50,20,30,crossing_or_oncoming_conflict,ambiguous,0,2.5,2.5,3.9915618896484375,0,0,0,0
814,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1059_src1.npz,1059,1071,1,70,60,10,crossing_or_oncoming_conflict,goes_first,1,-2.0,2.0,1.4048552513122559,2,0,4,0
815,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1059_src1.npz,1059,1071,1,70,50,20,crossing_or_oncoming_conflict,goes_first,1,-2.0,2.0,1.4048552513122559,2,0,4,0
816,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1059_src1.npz,1059,1071,1,70,40,30,crossing_or_oncoming_conflict,goes_first,1,-2.0,2.0,1.4048552513122559,2,0,4,0
817,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1059_src1.npz,1059,1069,8,32,22,10,other_follows_focus,maintains,1,0.0,0.0,7.635862827301025,2,4,4,1
818,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1059,1,70,60,10,crossing_or_oncoming_conflict,ambiguous,0,2.0,2.0,1.4048556089401245,0,0,0,0
819,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1059,1,70,50,20,crossing_or_oncoming_conflict,ambiguous,0,2.0,2.0,1.4048556089401245,0,0,0,0
820,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1059,1,70,40,30,crossing_or_oncoming_conflict,ambiguous,0,2.0,2.0,1.4048556089401245,0,0,0,0
821,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1017,11,65,55,10,other_follows_focus,decelerates,1,0.0,1.7999999523162842,7.1744489669799805,2,4,4,1
822,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1017,11,65,45,20,other_follows_focus,decelerates,1,0.0,1.7999999523162842,7.1744489669799805,2,4,4,1
823,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1017,11,65,35,30,other_follows_focus,decelerates,1,0.0,1.7999999523162842,7.1744489669799805,2,4,4,1
824,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,3712,16,79,69,10,other_follows_focus,maintains,1,0.0,2.5999999046325684,10.535444259643555,2,1,4,1
825,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,3712,16,79,59,20,other_follows_focus,maintains,1,0.0,2.5999999046325684,10.535444259643555,2,4,4,1
826,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,3712,16,79,49,30,other_follows_focus,ambiguous,0,0.0,2.5999999046325684,10.535444259643555,0,0,0,0
827,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1019,26,75,65,10,other_follows_focus,maintains,1,0.0,1.399999976158142,7.791014671325684,2,3,4,1
828,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1019,26,75,55,20,other_follows_focus,ambiguous,0,0.0,1.399999976158142,7.791014671325684,0,0,0,0
829,1989aaa405a1935a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1989aaa405a1935a_focus_1071_src3.npz,1071,1019,26,75,45,30,other_follows_focus,ambiguous,0,0.0,1.399999976158142,7.791014671325684,0,0,0,0
830,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1153,1,85,75,10,other_leads_focus,maintains,1,0.5,0.5,1.0900005102157593,2,4,4,1
831,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1153,1,85,65,20,other_leads_focus,maintains,1,0.5,0.5,1.0900005102157593,2,4,4,1
832,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1153,1,85,55,30,other_leads_focus,maintains,1,0.5,0.5,1.0900005102157593,2,4,4,1
833,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1537,16,61,51,10,converging_conflict,ambiguous,0,1.600000023841858,1.600000023841858,0.11377009004354477,0,0,0,0
834,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1537,16,61,41,20,converging_conflict,ambiguous,0,1.600000023841858,1.600000023841858,0.11377009004354477,0,0,0,0
835,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1537,16,61,31,30,converging_conflict,ambiguous,0,1.600000023841858,1.600000023841858,0.11377009004354477,0,0,0,0
836,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1155,17,67,57,10,converging_conflict,ambiguous,0,1.5,1.5,3.612043857574463,0,0,0,0
837,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1155,17,67,47,20,converging_conflict,ambiguous,0,1.5,1.5,3.612043857574463,0,0,0,0
838,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1155,17,67,37,30,converging_conflict,ambiguous,0,1.5,1.5,3.612043857574463,0,0,0,0
839,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1154,23,44,34,10,converging_conflict,ambiguous,0,3.0,3.0,3.5753278732299805,0,0,0,0
840,1999ca18c234d1d0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1999ca18c234d1d0_focus_1177_src2.npz,1177,1154,23,44,24,20,converging_conflict,ambiguous,0,3.0,3.0,3.5753278732299805,0,0,0,0
841,199ec8ef27ed15c2,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/199ec8ef27ed15c2_focus_98_src0.npz,98,787,1,55,45,10,converging_conflict,goes_first,1,-2.9000000953674316,2.9000000953674316,0.1722874790430069,2,1,4,1
842,199ec8ef27ed15c2,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/199ec8ef27ed15c2_focus_98_src0.npz,98,787,1,55,35,20,converging_conflict,goes_first,1,-2.9000000953674316,2.9000000953674316,0.1722874790430069,2,0,4,0
843,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,735,1,47,37,10,other_leads_focus,decelerates,1,0.0,3.5999999046325684,0.29900413751602173,2,4,4,1
844,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,735,1,47,27,20,other_leads_focus,decelerates,1,0.0,3.5999999046325684,0.29900413751602173,2,4,4,1
845,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,742,5,42,32,10,other_leads_focus,decelerates,1,0.10000000149011612,0.10000000149011612,3.3345425128936768,2,4,4,1
846,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,742,5,42,22,20,other_leads_focus,decelerates,1,0.10000000149011612,0.10000000149011612,3.3345425128936768,2,4,4,1
847,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,1597,6,67,57,10,other_leads_focus,ambiguous,0,1.7999999523162842,1.7999999523162842,3.8205323219299316,0,0,0,0
848,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,1597,6,67,47,20,other_leads_focus,ambiguous,0,1.7999999523162842,1.7999999523162842,3.8205323219299316,0,0,0,0
849,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,1597,6,67,37,30,other_leads_focus,ambiguous,0,1.7999999523162842,1.7999999523162842,3.8205323219299316,0,0,0,0
850,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,741,10,55,45,10,other_leads_focus,ambiguous,0,0.0,4.699999809265137,3.5119991302490234,0,0,0,0
851,19a19ded27262f87,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/19a19ded27262f87_focus_736_src1.npz,736,741,10,55,35,20,other_leads_focus,ambiguous,0,0.0,4.699999809265137,3.5119991302490234,0,0,0,0
